"name","Degree","Weighted.Degree","modularity_class","pageranks","componentnumber","clustering","triangles","eigencentrality","author_id","URL"
"David Kling",1,0.03125,1344,1e-05,0,0,0,0.003717,2169257563,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Roger C McIntosh",2,0.25,1344,2.1e-05,0,0,0,0.004961,2140379483,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Stephen M Weiss",4,0.716026,1344,4.1e-05,0,0.166667,1,0.013301,2148880136,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Cannon, Adam H",1,0.032258,1344,1.1e-05,0,0,0,0.005007,2098080957,""
"Jonathan Bell",3,0.105263,1344,1.5e-05,0,0.333333,1,0.01231,2156129476,"https://cs.gmu.edu/media/uploads/people/.thumbnails/bell.jpg/bell-150x200.jpg"
"Gail S. Prins",8,2.322727,1344,0.000115,0,0.035714,1,0.022103,2134080586,""
"Larisa Nonn",5,0.804762,1344,4.5e-05,0,0.3,3,0.013028,2342488158,""
"Geoffrey R. Tick",1,0.5,1344,4.2e-05,0,0,0,0.001011,62755716,"https://geo.ua.edu/wp-content/uploads/2015/09/APS-2-Tick-960x500_c.jpg"
"Gale Allen Boyd",2,0.666667,1344,4.5e-05,0,0,0,0.001247,2299148650,"https://econ.duke.edu/sites/econ.duke.edu/files/styles/people_-_photo_full_size/public/external-images/79ece85ce72b97b59ecdb9e1aa4653f4.gif?itok=eDjKT0b9"
"George S. Tolley",1,0.333333,1344,2.8e-05,0,0,0,0.000325,2156131423,"https://economics.uchicago.edu/sites/economics.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/tolley.jpg?itok=s9u2Olvo"
"Janos Simon",3,1.583333,1344,7.1e-05,0,0,0,0.004684,2115957428,""
"Galina Bolden",2,1,1706,5.2e-05,927,1,1,0.000622,2092736153,"https://comminfo.rutgers.edu/sites/default/files/2017-02/Galina%21.jpeg"
"Jeffrey Robinson",1,0.333333,1706,2.3e-05,927,0,0,0.000361,2112019758,"https://www.business.rutgers.edu/sites/default/files/styles/hero_detail_1200x500_/public/images/hero/faculty/faculty-jeffrey-robinson.jpg?h=f97871b5&itok=sS1x4o2w"
"Jenny Mandelbaum",2,1,1706,5.2e-05,927,1,1,0.000622,2162203756,"https://comminfo.rutgers.edu/sites/default/files/2017-02/Jenny-Mandelbaum.jpg"
"Elwyn R. Berlekamp",1,0.125,1344,1.3e-05,0,0,0,0.007985,2173015345,"https://math.berkeley.edu/sites/default/files/imagecache/photo_faculty/faculty/photos/Berlekamp.jpg"
"Vincent Chan",2,0.176471,1344,1.5e-05,0,1,1,0.011451,2137892754,""
"Gallagher, Kelly Sims",2,0.571429,1344,3.7e-05,0,0,0,0.003182,2158353808,"https://research.hks.harvard.edu/publications/images/hks.jpg"
"Matthew Bunn",1,0.714286,1344,4.5e-05,0,0,0,0.000412,2641369261,"https://www.hks.harvard.edu/sites/default/files/styles/employee_grayscale/public/bio_images/1264.jpg?itok=RwM9kYt7"
"Roy, Christopher",4,1.071429,1344,7.1e-05,0,0.166667,1,0.014073,2100177056,"https://catalyst.harvard.edu/wp-content/themes/_curryint/assets/img/tool-page-logo.png"
"Ganesan  Vaidyanathan",0,0,847,8e-06,928,0,0,0,2079949158,"https://fitzpatrick.duke.edu/sites/fitzpatrick.duke.edu/files/scholars_images/thumb_image_3582252.JPG"
"Satish K. Chitneni",4,0.916667,1344,5e-05,0,0,0,0.03762,2080598589,"https://medx.duke.edu/sites/medx.duke.edu/files/scholars_images/thumb_image_1930082.JPG"
"John Lienhard",4,1.855263,1344,8.4e-05,0,0,0,0.024807,1890748007,"http://lcau.mit.edu/sites/lcau.mit.edu/files/styles/profile_pic/public/user/pictures/seanbybrickwallcroppedgray.jpg?itok=aOtuiJ9d"
"John M. Smith",2,1.105263,1344,5.2e-05,0,0,0,0.016697,2607258148,""
"gang cao",0,0,848,8e-06,929,0,0,0,2538420673,"https://www.as.uky.edu/sites/default/files/Sturgill%26KirwanREV.jpg"
"Gang, Ira",2,1,1344,4.5e-05,0,0,0,0.001636,644626709,"https://economics.rutgers.edu/images/people/original-images/Gang.JPG"
"Ganmaa Davaasambuu",2,1,1344,4.5e-05,0,1,1,0.03731,1245077305,"https://ghsm.hms.harvard.edu/sites/g/files/mcu391/f/styles/person_large/public/person-photos/Davaasanbuu%20-%20Headshot.jpg?itok=9zsZe5sH"
"Gary A. Anderson",6,1.31598,1344,6.1e-05,0,0.333333,5,0.008401,2113383249,"https://www.vet.k-state.edu/images/dmp/faculty/Anderson_Gary.jpg"
"Michal Zolkiewski",1,0.5,1344,2.8e-05,0,0,0,0.001434,194254345,"https://www.k-state.edu/bmb/images/headshots/Zolkiewski-170x205.jpg"
"Gao, Xiang",1,0.3,1344,2.3e-05,0,0,0,0.003189,2591995927,"https://eapsweb.mit.edu/sites/default/files/styles/150x200/public/Gao2.png?itok=K5e741XM"
"Kenneth Strzepek,  PhD",2,0.167857,1344,1.6e-05,0,1,1,0.0097,2271500266,"https://globalchange.mit.edu/sites/default/files/styles/person_image_large/public/people/strzepek2.jpg?itok=Zm4VCL1w"
"Jaclyn Kovach",7,1.182051,1344,6.8e-05,0,0.047619,1,0.039989,2618444070,"https://miami.pure.elsevier.com/files-asset/18382305/Jkovach"
"Theodore  DuBose",2,0.578947,1344,3.3e-05,0,0,0,0.024397,2149520549,"http://biophotonics.pratt.duke.edu/sites/biophotonics.pratt.duke.edu/files/scholars_images/mb_image_tbd8.jpg"
"Harvey, Brian",3,1.2,1344,6.4e-05,0,0,0,0.009044,2142765667,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/harvey.jpg"
"Humphreys, Sheila",1,0.052632,1344,1.1e-05,0,0,0,0.004728,2182221699,"http://people.eecs.berkeley.edu/~humphrys/images/humphreys_new_cropped.jpg"
"John DeNero",5,2.159774,1344,8.6e-05,0,0.1,1,0.022517,2936600175,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/denero.jpg"
"Mckinsey, Jon",2,0.252632,1344,2e-05,0,0,0,0.005833,2272607014,"https://hkn.eecs.berkeley.edu/assets/hkn_logo-18c8c978b4a2a023ded5f5bd60133af10734ced26402bc37ed239a9a18e9c017.png"
"Garcia, Pilar A.",1,1,1344,5.8e-05,0,0,0,0.001758,2516091138,""
"Garett Jones",1,0.333333,1344,2.4e-05,0,0,0,0.001171,2152743536,"https://d101vc9winf8ln.cloudfront.net/page_images/11210/medium/jones.jpg?1520345915"
"Mark    Klein",4,0.577778,1344,3.6e-05,0,0,0,0.031575,2713055929,""
"Robert  T.  Monroe",1,0.0625,1344,2.2e-05,0,0,0,0.000216,2098131687,"https://www.cmu.edu/tepper/facultyphotos/large/rm74.jpg"
"William Scherlis",6,0.786667,1344,5e-05,0,0,0,0.032028,4823187,"https://www.isri.cmu.edu/images/people/scherlis-william.jpg"
"Garni, Alisa",1,1,849,5.6e-05,930,0,0,0.00014,2250585834,"https://www.k-state.edu/sasw/images/socio/garni.jpg"
"Weyher, Frank",1,1,849,5.6e-05,930,0,0,0.00014,2036322164,"https://www.k-state.edu/sasw/images/socio/weyher.jpg"
"Garofalakis, Minos",2,0.25,1344,1.9e-05,0,0,0,0.072742,2089290244,"https://hkn.eecs.berkeley.edu/assets/hkn_logo-18c8c978b4a2a023ded5f5bd60133af10734ced26402bc37ed239a9a18e9c017.png"
"Garrett Nelson",1,1,850,5.6e-05,931,0,0,0.00014,2748532349,""
"Ryan E. McKeon",1,1,850,5.6e-05,931,0,0,0.00014,2425980736,""
"Garrett, Wendy",2,0.295455,1344,2e-05,0,0,0,0.014141,2110145121,"http://dms.hms.harvard.edu/immunology/fac/images/large/Garrett_Wendy.jpg"
"Remzi Bag",2,0.35,1344,2.7e-05,0,1,1,0.005293,2578849358,"http://newfaculty.uchicago.edu/sites/newfaculty.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/Bag%2CRemzi.jpg?itok=FQ8o-UqH"
"Garriy Shteynberg",2,1,1344,5.1e-05,0,0,0,0.00222,2160327885,"https://psychology.utk.edu/faculty/images/shteynberg.jpg"
"Garth Ehrlich",2,0.307692,1344,2.9e-05,0,1,1,0.002371,2139744704,""
"Joshua Earl",2,0.153846,1344,1.9e-05,0,1,1,0.002371,2122872441,""
"Karl  Sigman",7,1.500804,1344,5.8e-05,0,0.285714,6,0.060552,2000273774,"https://industry.datascience.columbia.edu/sites/default/files/profiles/photos/Sigman_web.png"
"Garvit Juniwal",1,1,1344,4.4e-05,0,0,0,0.025244,333708964,"https://people.eecs.berkeley.edu/~garvitjuniwal/headshot.jpg"
"Heather Hunt",2,0.916667,1344,4.4e-05,0,0,0,0.000679,2211991942,"http://old.engineering.missouri.edu/wp-content/uploads/hunt-heather-e1308577851149-130x130.jpg"
"Jerry Harris",5,1.519048,1344,7.5e-05,0,0.2,2,0.005173,2276345260,"https://earth.stanford.edu/sites/default/files/styles/earth_profile_style_350px_square/public/stanford_person/jerry-harris_6.jpg?itok=QT_VXX0L"
"Mustafa Al Ibrahim",2,0.06924,1344,2.3e-05,0,0,0,0.000726,2774853079,"https://earth.stanford.edu/sites/default/files/styles/earth_profile_style_350px_square/public/stanford_person/mustafa-al-ibrahim_2.jpg?itok=M0m1B0lK"
"Heidi Tissenbaum",3,1.066667,1344,5.7e-05,0,0,0,0.004391,60865583,"http://molbio.mgh.harvard.edu/molbio-static/noimage1.png"
"Jason Morris",1,0.666667,1344,3.9e-05,0,0,0,0.000663,2705778516,"http://molbio.mgh.harvard.edu/molbio-static/noimage1.png"
"Ji Ying Sze",2,0.333333,1344,2.1e-05,0,0,0,0.008191,2083381186,"http://molbio.mgh.harvard.edu/molbio-static/noimage1.png"
"Kaveh Ashrafi",4,1.041667,1344,5.4e-05,0,0.166667,1,0.044439,2019533172,"http://molbio.mgh.harvard.edu/molbio-static/noimage1.png"
"Scott Ogg",0,0,851,8e-06,932,0,0,0,2701479327,"http://molbio.mgh.harvard.edu/molbio-static/noimage1.png"
"Ting Zhu",3,1.041667,1344,3.8e-05,0,0.333333,1,0.044923,2603239440,"http://molbio.mgh.harvard.edu/molbio-static/photos/364.jpg"
"Hutchinson, Shawn",4,1.194444,1344,5.3e-05,0,0.833333,5,0.006788,2097264033,"https://www.k-state.edu/geography/people/images/shutch.png"
"Gary A. Heiman",5,0.65,1344,3.9e-05,0,0,0,0.048921,2066174211,"https://genetics.rutgers.edu/images/comprofiler/53_5c8507d2cf1a1.jpg"
"David M. Greenberg",3,1.359091,1344,7.7e-05,0,0,0,0.01265,2557769470,""
"Gary Anderson",0,0,852,8e-06,933,0,0,0,2238188211,"https://steinhardt.nyu.edu/scmsAdmin/uploads/007/038/Garyphoto.jpg"
"Janelle Scott",0,0,853,8e-06,934,0,0,0,2142413755,"https://gse.berkeley.edu/sites/default/files/styles/openberkeley_image_full/public/scott_janelle.jpg?itok=mwQ2jVX8&timestamp=1538515784"
"Gary B. Herrigel",2,1.111111,1344,6.5e-05,0,0,0,0.002922,737764833,"https://voices.uchicago.edu/herrigel/files/2018/07/20150925_PortraitsSocietyofFellows567-1es5p6h.jpg"
"Richard  Deeg",1,1,1344,5.8e-05,0,0,0,0.000538,2311350443,"https://liberalarts.temple.edu/modules/file/icons/application-pdf.png"
"Gary Carini",1,0.2,854,5.6e-05,935,0,0,0.00014,2161777841,""
"Linda A. Livingstone, Ph.D.",1,0.25,855,3.9e-05,375,0,0,0.000212,2041405889,"https://www.baylor.edu/content/imglib/2/8/7/9/287926.jpg"
"Mark G. Dunn",1,0.2,854,5.6e-05,935,0,0,0.00014,2151334973,""
"Patricia Norman",2,0.5,855,7.3e-05,375,0,0,0.000367,2153837936,""
"Gary Chamberlain",1,0.142857,856,5.6e-05,936,0,0,0.00014,2035301725,"http://scholar.harvard.edu/files/chamberlain/files/chamberlain.jpg"
"Charles A. Wilson",1,0.142857,856,5.6e-05,936,0,0,0.00014,2152576284,"http://as.nyu.edu/content/dam/nyu-as/econ/images/Wilson-Charles.jpg"
"Geoffrey Hugo",5,1.109235,1344,7e-05,0,0.1,1,0.027632,2160462366,"https://profiles.wustl.edu/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Hans Johnson",9,0.921888,1344,5.3e-05,0,0.194444,7,0.111729,2264103995,"https://www.engineering.uiowa.edu/sites/www.engineering.uiowa.edu/files/styles/large/public/person/image/johnson_hans.jpg?itok=rjIzxsJk"
"John Bayouth, PhD",5,0.551923,1344,3.6e-05,0,0,0,0.045672,1995582853,"https://wsi.healthcare.uiowa.edu/ImageHandler/ImageHandler.ashx?Image=jbayouth&IHUsername=e9ea4e37695ec4472af8acb586a9dc73&IHPassword=48503dfd58720bd5ff35c102065a52d7"
"Jon Kuhl",5,0.912736,1344,5.2e-05,0,0,0,0.044652,2403412554,""
"Madhavan Raghavan",6,0.568292,1344,3.7e-05,0,0.066667,1,0.021453,2103812970,"https://sloancenter.uiowa.edu/sites/sloancenter.uiowa.edu/files/styles/profile-image/public/field/profileimage/raghavan.png?itok=zDHIFck4"
"Merry P. Mani, PhD",6,1.018868,1344,4.9e-05,0,0.333333,5,0.069351,2166812545,"https://wsi.healthcare.uiowa.edu/ImageHandler/ImageHandler.ashx?Image=mman&IHUsername=e9ea4e37695ec4472af8acb586a9dc73&IHPassword=48503dfd58720bd5ff35c102065a52d7"
"Xiaodong Wu",9,1.929124,1344,8.4e-05,0,0.027778,1,0.058823,2143517311,"https://wsi.healthcare.uiowa.edu/ImageHandler/ImageHandler.ashx?Image=xwu3&IHUsername=e9ea4e37695ec4472af8acb586a9dc73&IHPassword=48503dfd58720bd5ff35c102065a52d7"
"Yali Amit",4,1.268868,1344,6.2e-05,0,0.166667,1,0.021408,2123182701,"http://www.stat.uchicago.edu/graphics/faculty/amit_yali192x246.jpg"
"Gary Danton",3,1,1344,5.1e-05,0,0,0,0.004398,1867043116,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Peter Gilgunn",2,0.222222,1344,2e-05,0,0,0,0.006527,2007932049,""
"Zeidel, Mark",9,1.541667,1344,8.1e-05,0,0,0,0.036789,238567094,"https://catalyst.harvard.edu/wp-content/themes/_curryint/assets/img/tool-page-logo.png"
"joseph straley",2,0.9,1344,4.7e-05,0,0,0,0.001118,2160599094,"https://www.as.uky.edu/sites/all/themes/hieronymus/images/social/node/social-email.png"
"Michelle  Christian",1,0.25,1541,5.6e-05,937,0,0,0.00014,2559348083,"https://sociology.utk.edu/faculty/images/christian.jpg"
"Greg Zaharchuk",15,1.253751,1344,6e-05,0,0.07619,8,0.38861,2430220543,"https://neuroscience.stanford.edu/sites/g/files/sbiybj1576/f/styles/large-square/public/427322b009c70edf0d70461dfe315196.jpg?itok=rzAdfVmG"
"Vince Magnotta, Ph.D.",6,0.702638,1344,3.9e-05,0,0,0,0.086988,1993564555,"https://neuroscience.grad.uiowa.edu/sites/neuroscience/files/styles/medium/public/attached_images/MagnottaV.jpg?itok=O-qqh-iQ"
"Robert Boylan",5,1.127193,1344,7.2e-05,0,0.1,1,0.00438,2037288607,"https://nyuscholars.nyu.edu/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Paul Schaberg",0,0,857,8e-06,938,0,0,0,1592715532,"https://www.uvm.edu/sites/default/files/PaulSchaberg700x350.jpg"
"Goutam  Chakraborty",1,0.25,1344,3e-05,0,0,0,0.003446,2583501901,""
"Gary J. Skolits",2,0.4,1344,5.3e-05,0,0,0,0.000765,848014856,"https://epc.utk.edu/wp-content/uploads/sites/32/2018/02/Morrow-Jennifer_web-e1550526934465-150x150.jpg"
"Hollie Raynor",3,0.368966,1344,4e-05,0,0,0,0.003594,2281578425,"https://cehhs.utk.edu/wp-content/uploads/sites/15/2017/02/HollieRaynorPhoto_sm-150x150.jpg"
"Thompson, Dixie L.",1,0.2,1344,3.1e-05,0,0,0,0.000259,2099080393,"https://gradschool.utk.edu/wp-content/uploads/sites/24/2016/04/Dixie_Thompson_300_420-e1505399628366.jpg"
"James Alt",7,0.349206,1344,3.1e-05,0,0.047619,1,0.018236,2360761852,"https://scholar.harvard.edu/files/jimalt/files/alt-edited.jpg?m=1478777944"
"Jason Wittenberg",3,1.642857,1344,7.1e-05,0,0,0,0.001517,2134134940,"http://polisci.berkeley.edu/sites/default/files/people.jpg"
"Jennifer Pan",4,1.106383,1344,5.2e-05,0,0.333333,2,0.031204,2150077260,"https://globalpoverty.stanford.edu/sites/default/files/styles/large-profile/public/people/4683-c7w7r27.jpg?itok=SLokO6fD"
"Kelly Anne Miller",3,0.857143,1344,4.4e-05,0,0,0,0.065779,2119611097,"https://www.seas.harvard.edu/sites/default/files/H_SEAS_logo_RGB_on_black_1.png"
"Kenneth Shotts",6,1.242653,1344,8.1e-05,0,0.066667,1,0.016922,2184603816,"https://publicpolicy.stanford.edu/sites/g/files/sbiybj9416/f/styles/large-square/public/shotts-kenneth-wayne.jpg?itok=X2favSKR"
"Latanya Sweeney",3,0.187943,1344,2.3e-05,0,0,0,0.016406,2777673388,""
"Andrew Sobel",1,0.04,1344,1e-05,0,0,0,0.023016,2119246924,"https://ias.wustl.edu/files/ias/styles/testimonial_mobile/public/People/Sobel_web_small.jpg?itok=efvbS1F_"
"Itai Sened",3,1.14,1344,7e-05,0,0.333333,1,0.026329,115237873,"http://polisci.wustl.edu/files/polisci/styles/person_node/public/people/images/itaisenedpicture.jpg?itok=8khg13ME"
"Norman Schofield",3,0.85,1344,5.9e-05,0,0,0,0.003942,2200855019,"http://polisci.wustl.edu/files/polisci/styles/person_node/public/people/images/schofield.jpg?itok=jyPFy3bn"
"Kenneth Calvert",2,0.355072,1344,3.1e-05,0,0,0,0.002212,2235695405,"https://med.uky.edu/modules/file/icons/application-pdf.png"
"Warren Darling",6,0.822076,1344,7.2e-05,0,0,0,0.016029,2103679428,"https://clas.uiowa.edu/hhp/sites/clas.uiowa.edu.hhp/files/styles/profile/public/darling_0.jpg?itok=oB1FUvgk"
"Gary Pierzynski",11,5.125,1344,0.000172,0,0.072727,4,0.016213,2054475828,"https://www.agronomy.k-state.edu/people/faculty/pierzynski-gary/images/Pierzynski-Gary.jpg"
"David Mengel",3,1.426136,1344,5.4e-05,0,0.333333,1,0.00429,2063315643,"https://www.agronomy.k-state.edu/images/people/No-image-available.png"
"Michel Ransom",2,1.181818,1344,4.6e-05,0,1,1,0.003319,2113763839,"https://www.agronomy.k-state.edu/people/faculty/ransom-michel/images/Ransom-Michel.jpg"
"Gary R. Elkins, Ph.D.",2,1.25,1344,5.8e-05,0,0,0,0.017196,2154143619,"https://www.baylor.edu/content/imglib/3/0/0/4/300408.jpg"
"Gary Ross Maslow, MD",2,1,1344,4.7e-05,0,0,0,0.001949,2055231338,"https://pediatrics.duke.edu/sites/pediatrics.duke.edu/files/styles/profile/public/scholars_images/i9921292.jpg?itok=qzc_PaOB"
"Rebecca Eli Sadun, PhD, MD",1,0.75,1344,3.9e-05,0,0,0,0.006714,2504797731,"https://pediatrics.duke.edu/sites/pediatrics.duke.edu/files/styles/profile/public/scholars_images/i2066492.jpg?itok=SkU3zrkh"
"Kevin Ohashi",1,0.142857,1344,1.6e-05,0,0,0,0.003708,2012557182,"http://dauskardt.stanford.edu/sites/all/themes/stanford_framework/images/header-stanford-logo@2x.png"
"Mark A. Chandler",0,0,858,8e-06,939,0,0,0,1971047270,"https://eesc.columbia.edu/sites/default/files/bio/chandler.png"
"Gary Simon",2,1.166667,1344,5.2e-05,0,1,1,0.006172,2118843293,"https://www.stern.nyu.edu/faculty/static/photos/gsimon.jpg"
"Jeremy D. Buhler, Ph.D.",2,0.666667,1344,3.3e-05,0,0,0,0.013952,2034695932,""
"Kai Tan, PhD",0,0,859,8e-06,940,0,0,0,2619351658,"https://wsi.healthcare.uiowa.edu/ImageHandler/ImageHandler.ashx?Image=ktan&IHUsername=e9ea4e37695ec4472af8acb586a9dc73&IHPassword=48503dfd58720bd5ff35c102065a52d7"
"Gary Urton",1,1,860,5.6e-05,941,0,0,0.00014,704963302,"https://static.hwpi.harvard.edu/files/styles/profile_full/public/drclas/files/garyurton09400_0.jpeg?m=1515990913&itok=qEtz6yA8"
"Norman Yoffee",1,1,860,5.6e-05,941,0,0,0.00014,2498480687,""
"Jonathan Satin, PhD",2,1.1,1344,5.3e-05,0,0,0,0.000786,2268592694,"https://physiology.med.uky.edu/sites/default/files/styles/profile_pic_medium_bootstrap/public/pictures/picture-6177-1439479532.jpg?itok=x6NPkKuh"
"David Galenson",1,0.015873,1344,9e-06,0,0,0,0.002631,280664725,"https://economics.uchicago.edu/sites/economics.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/galenson.jpg?itok=tPeuHQ8C"
"Mathew D. McCubbins",4,1.931349,1344,8.3e-05,0,0.5,3,0.019344,964739851,"https://polisci.duke.edu/sites/polisci.duke.edu/files/styles/people_-_photo_full_size/public/external-images/99925f6ba8f8a45e483b456f9ceefe7f.jpg?itok=wquYpx6H"
"Lorrin Koran",5,0.498024,1344,3.1e-05,0,0,0,0.019519,2156871740,"https://neuroscience.stanford.edu/sites/g/files/sbiybj1576/f/styles/large-square/public/6b4c3c1e90eae2e8b31eb1020ad34584.jpg?itok=pxCXTBVI"
"Gary Ward, Ph.D.",5,2.134483,1344,8.4e-05,0,0.1,1,0.039968,2134005928,""
"John  Boothroyd",5,1.7,1344,7.2e-05,0,0.2,2,0.023227,1998027400,"https://africanstudies.stanford.edu/sites/g/files/sbiybj9336/f/styles/large-square/public/viewimage_1.jpeg?itok=VnhsQu0W"
"Gaston Giribet",2,1,1344,4.7e-05,0,0,0,0.001535,2049358164,"https://research.shanghai.nyu.edu/sites/default/files/styles/people_thumb_2/public/people/image/Gaston%20Giribet_profile%20photo.jpg?itok=lkl1I9Wi"
"Matthew Kleban",5,1.083333,1344,5.5e-05,0,0.2,2,0.005528,2232718390,"http://as.nyu.edu/content/dam/nyu-as/faculty/images/kleban-matthew.jpg"
"Gatewood, Barbara",2,1.166667,1344,5.6e-05,0,0,0,0.000915,2073779211,""
"Gaurav Arya",3,3,1344,0.000116,0,0,0,0.001484,2123088469,"https://mems.duke.edu/sites/mems.duke.edu/files/scholars_images/thumb_image_9726912.jpg"
"Takako Fujioka",3,1.183333,1344,6.3e-05,0,0,0,0.00801,2095729694,"https://ccrma.stanford.edu/sites/default/files/user/takako/dscf1001.jpg?1348389419"
"Gavan J. Fitzsimons",6,1.205026,1344,5.9e-05,0,0.066667,1,0.021237,1919848993,"https://psychandneuro.duke.edu/sites/psychandneuro.duke.edu/files/styles/grid_image/public/external-images/9e98a081ffad3ecb1eafc7f5408e8db7.jpg?itok=ICpz00ms"
"James R. Bettman",5,0.505556,1344,3.2e-05,0,0,0,0.022956,1111497949,"https://psychandneuro.duke.edu/sites/psychandneuro.duke.edu/files/styles/grid_image/public/external-images/397874bb59cb2020b4f7d57b68a839b5.jpg?itok=ij15s00L"
"Robert Newton",3,0.297619,1344,2.5e-05,0,0,0,0.008487,2408442543,"https://eesc.columbia.edu/sites/default/files/styles/profile_thumb_100x150/public/bio/bnewton.JPG?itok=_kpri6gp"
"Stephanie L. Pfirman",5,0.508403,1344,3.7e-05,0,0,0,0.018339,1257729924,"https://beta.global.columbia.edu/files/globalcommons2/styles/faculty_profile_main_image/public/pfirman.jpeg?itok=RrtoRp5e&c=d62b606d1bd8410d3a7ee98a0910440a"
"Gavin Hougham",0,0,861,8e-06,942,0,0,0,2612291402,"http://newfaculty.uchicago.edu/sites/newfaculty.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/Hougham%2CGavin.jpg?itok=5NX2zXQA"
"Gavin Jenkins",0,0,862,8e-06,943,0,0,0,2109201041,"https://deltacenter.uiowa.edu/sites/deltacenter.uiowa.edu/files/styles/profile-image/public/field/profileimage/jenkins.jpg?itok=ECCdHj6o"
"Chip  Heath",2,0.291667,1344,2.5e-05,0,1,1,0.001246,2125110226,"https://www.gsb.stanford.edu/sites/gsb/files/styles/270x270/public/person_photos/chip-heath.jpg?itok=8ZFrvADB"
"Laura Kray",3,1.306818,1344,6.1e-05,0,0.333333,1,0.014803,1236530641,"https://psychology.berkeley.edu/sites/default/files/styles/300x300sc/public/people/KrayL.jpg?itok=hSTAmjFR"
"Kruk, Margaret",8,2.141296,1344,8.5e-05,0,0,0,0.055133,1994651963,"https://catalyst.harvard.edu/wp-content/themes/_curryint/assets/img/tool-page-logo.png"
"Gayathri Chandrasekaran",2,1,1344,5.5e-05,0,1,1,0.006376,1553880687,"https://www.cs.rutgers.edu/sites/all/themes/rutgers_1.139/logo.png"
"Neil Lee Spector",5,1.7,1344,7.2e-05,0,0.1,1,0.051734,1964859396,"https://fitzpatrick.duke.edu/sites/fitzpatrick.duke.edu/files/scholars_images/thumb_image_3700282.jpg"
"Rosalind Morris",2,2,1344,7.3e-05,0,0,0,0.002406,2131551539,"http://icls.columbia.edu/wp-content/themes/foundation/_/img/tops/11.png"
"Gayle DeDe",1,1,1344,4.6e-05,0,0,0,0.000633,2109852727,"https://cph.temple.edu/sites/chpsw/files/styles/200wide/public/faculty/20170906_Dede_003.jpg?itok=mL9jlgu_"
"Jon Singletary",2,0.95,1344,5.1e-05,0,1,1,0.00077,2163023506,""
"Sanjeev Arora",13,0.5,1344,2.7e-05,0,0.128205,10,0.27092,2159007752,"https://simons.berkeley.edu/sites/default/files/uploads/banners/sim-banner-people_0.jpg"
"Priyadarshini Pennathur",3,1.033333,1344,4.5e-05,0,0,0,0.007889,1998960567,"https://wsi.healthcare.uiowa.edu/ImageHandler/ImageHandler.ashx?Image=ppennathur&IHUsername=e9ea4e37695ec4472af8acb586a9dc73&IHPassword=48503dfd58720bd5ff35c102065a52d7"
"Gebhard Wagener, MD",2,1.125,1344,4.4e-05,0,0,0,0.018808,1986293765,"https://www.anesthesiology.cumc.columbia.edu/sites/default/files/styles/cola_media_400/public/cups-profile/hero/gwagener.png?itok=Hi8rscAD"
"GeCheng Zha",0,0,863,8e-06,944,0,0,0,2098695331,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Manuel Huerta",0,0,864,8e-06,945,0,0,0,2129418342,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Taewon Han",1,0.052632,1344,1.2e-05,0,0,0,0.000623,2148093323,"http://envsci.rutgers.edu/people/_images150/han_taewon_150.png"
"Rachel  Noek",0,0,865,8e-06,946,0,0,0,2072520474,"http://euriqa.pratt.duke.edu/sites/all/themes/engrdept/images/member-no-image.png"
"Stephen  Crain",1,0.071429,1344,1.2e-05,0,0,0,0.001312,2026935010,""
"Geeta Narlikar",4,0.68285,1344,3.2e-05,0,0.333333,2,0.043481,1973161313,"http://molbio.mgh.harvard.edu/molbio-static/noimage1.png"
"Gelb, Lev D.",0,0,866,8e-06,947,0,0,0,2893813926,""
"Peter Jay Hotez, M.D., Ph.D.",3,0.671429,1344,3.5e-05,0,0,0,0.005041,500290227,""
"Gene DiResta",1,1,1344,4.5e-05,0,0,0,0.001103,2513036337,"https://engineering.nyu.edu/sites/default/files/styles/square_large_default_1x/public/migrated/2009-06/pictures/picture-264.jpg?h=70753a52&itok=U9XBIImE"
"Robert J. Schneider",6,3.027778,1344,0.000131,0,0,0,0.0065,2119558116,"https://nyulangone.org/news/sites/default/files/styles/hero_article_900x600/public/2018-07/170509_0355_Fertility_Lab_web.jpg?itok=3xx6iZw8&h=01ad0c47"
